Tweets,Sentiment
"महेंद्र सिंह धोनी की फॉर्म और बैटिंग ऑर्डर को लेकर आखिरकार CSK के कोच ने तोड़ी चुप्पी https://t.co/1rH8mgjzCy #csk #stephenfleming #ipl #ipl2021 #mahendrasinghdhoni #महेंद्रसिंहधोनी #चेन्नईसुपरकिंग्स #आईपीएल #आईपीएल2021',",positive
"@cricketaakash बकवास कमेन्ट्री करते हो चोपड़ा साहब आप, कभी खुद बैठ के सुन लेना #आईपीएल \n१) गेंद थोड़ी अंदर होती तो वाइड नहीं होती\n२)बुमराह 19वां ओवर कर रहें है इसका मतलब है कि 20वां ओवर किसी और बॉलर से करवाना पड़ेगा\n३)शॉट अच्छा था,बाउंड्री के पास कैच आउट, थोड़ा और तेज शॉट होता तो सिक्स हो जाता',",positive
"RR जीतेगा आज\n\n#rrvscsk \n#Rr\n#आईपीएल\n@IPL @rajasthanroyals @ChennaiIPL',",positive
"IPL इन खिलाड़ियों के नाम बेहतर औसत का खिताब - दैनिक भास्कर हिंदी\n#IPL #VivoIPL2021 #IPL2021 #IndianPremierLeague #CricketLeague #Twenty20CricketLeague #BCCI #IPLRecords #IPLHistory #IPLPlayersHaveBetterAverageTitles #Cricket #Sports #आईपीएल\u200b\u200b\u200b\u200b #BhaskarhindiSpecial #IPLWin https://t.co/3xA77cgpRG',",positive
"IPL के इस सीजन में युजवेंद्र चहल ने लिया पहला विकेट, पत्नी धनश्री हुईं भावुक https://t.co/KAKOyxkBYn #yuzvendrachahal #ipl #ipl2021 #rcb #kkr #kkrvsrcb #rcbvskkr #युजवेंद्रचहल #आईपीएल #आईपीएल2021',",positive
"अजीत अगरकर ने बताया आखिर क्यों शिखर धवन अब नए तरह के बल्लेबाज हैं https://t.co/lr2wmLtLGF #shikhardhawan #ajitagarkar #ipl #ipl2021 #punjabkings #delhicapitals #आईपीएल #आईपीएल2021 #पंजाबकिंग्स #शिखरधवन',",negative
"टीम से बाहर होने के बाद पृथ्वी शॉ को इस बात की होने लगी थी चिंता  https://t.co/9O79pM5F9R #prithvishaw #delhicapitals #ipl #ipl2021 #पृथ्वीशॉ #आईपीएल #आईपीएल2021',",positive
"पंजाब की हार पर बोले पूर्व क्रिकेटर, अगर ऐसा है तो केएल को भी ओपनिंग नहीं करनी चाहिए https://t.co/0BkIIJEAJn #ashishnehra #klrahul #ipl #ipl2021 #punjabkings #delhicapitals #पंजाबकिंग्स #आईपीएल #केएलराहुल #आईपीएल2021 #आशीषनेहरा',",positive
"हार के बाद बोले केएल राहुल, मैंने कई बार अंपायर से कहा, लेकिन उन्होंने मेरी नहीं सुनी  https://t.co/6XNebHubc7 #klrahul #ipl #ipl2021 #punjabkings #delhicapitals #पंजाबकिंग्स #आईपीएल #केएलराहुल #आईपीएल2021',",positive
"पंजाब किंग्स के खिलाफ दहाड़ के बाद बोले गब्बर, मुझे आउट होने से डर नहीं लगता https://t.co/KfzUYInaoP #ipl #ipl2021 #shikhardhawan #delhicapitals #दिल्लीकैपिटल्स #शिखरधवन #आईपीएल #आईपीएल2021',",negative
"आईये जानते है कैसे चलते राजनैतिक दल कैसे होता है प्रचार प्रसार हर सीट के लिए 1 कीमत तय की जाती है #मुख्यमंत्री से लेकर एक सरपंच तक कि सीटों की एक तय क़ीमत होती यह राजनीति का #आईपीएल है पैसा फेक तमाशा देख @BJP4India @INCIndia @AamAadmiParty @samajwadiparty @RJDforIndia',",negative
"इतिहास गवाह है कि #आईपीएल में सबसे ज्यादा उत्पात वेस्टइंडीज वाले करियवा ही मचाये हैं😀😍😀 https://t.co/wAh1KvJnHS',",negative
"कोलकाता को भगवान बचाए!!\nक्या बकवास कप्तानी है!!!!\n#आईपीएल \n@amitsharmahzp',",positive
"SRH की टीम पर बरसे पूर्व क्रिकेटर, बोले- इस तरह से आप मैच नहीं जीत सकते https://t.co/dxooQOgFWa #sanjaymanjrekar #ipl #ipl2021 #pragyanojha #sunrisershyderabad #srh #सनराइजर्सहैदराबाद #आईपीएल #आईपीएल2021 #संजयमांजरेकर',",positive
"@Smita_Sharma @jgopikrishnan70 थोड़ा वो #रिटायर हो गएले\n#काजीसाब🍏#आईपीएल🚬मल्लब #pil वाला लोग से #धन😎मल्लब👋#मनकीबात🚜एपिसोट\n#फिरसे\n#दिलसे💚पिलिज@SreenivasanJain @ShekharGupta @khanumarfa @bhupendrachaube @JethmalaniM @aajtak @CNNnews18 @theskindoctor13 @iMac_too @sdeo76 @Sanjay_Dixit @AtriNeeraj @OpIndia_in https://t.co/ztVb8JIwBV',",negative
"#कुंभ का मेला और #आईपीएल (IPL) नही रोक सकते  लेकिन पूरा महाराष्ट्रा #बंद कर दिए \n\nकैसा #करोना_कॉल हैं यह 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔😎',",negative
"पूर्व क्रिकेटर बोले, अब समय आ गया है कि मनीष पांडे आराम करें, इस खिलाड़ी को मिले मौका https://t.co/dGCPG5MALI #kedarjadhav #manishpandey #ipl #ipl2021 #pragyanojha #sunrisershyderabad #srh #सनराइजर्सहैदराबाद #आईपीएल #आईपीएल2021 #मनीषपांडे #केदारजाधव',",positive
"@JagdishMulniwa1 @Mischief_God29 @bahujanwarrior @Tanu249 @that_india @furqanbakhas @ProfVilas @RpoSadakBejan__ @1Akprashant @jaiminism @BharatMch @RanjitaS5 @ZMulniwasi @bkarwadiya @Ashraff_001 @JANUBAHUJAN @NilAmbedkar @TufaniShilpa @PunekarPoonam1 @AstrofilKamble @rowdymannu @sanket_vidrohi @PadayaPrakash किसी समुदाय क़ो टारगेट करना, कहाँ तक उचित है,क्या #कुम्भ मे,#रैलियों मे #आईपीएल से #वाइरस नहीं फैलता,\nअब #बीजेपी की कोई भि चाल नहीं चलेगी,\nबस एक #EVM क़ो बंद हो जाने दो,\n#कोरोना_एक_षडयंत्र_है\n#घर_मे_रहे_सुरक्षित_रहे\n#हर_श्मशान_मे_मोदी\n#Swm_किसानआंदोलन_जारी_रहेगा https://t.co/VDxWRWfrdm',",positive
"#Highlights  #SRHvsMI \n#हैदराबाद को 13 रनों से हरा #मुंबई टॉप पर, #IPL KI KHABRE, #आईपीएल\nhttps://t.co/523wWzBss3\n#IPL2021 #IPLWin #cricket #cricketnews #cricketlive @samaydhara',",negative
"अगर गाड़ी मे अकेले है, तो #मास्क होना जरूरी है, नहीं तो #चालान पक्का, और #रौलियों मे,#आईपीएल मे और #चुनावों मे कोई रोक टोक नहीं क्यू,??\n#नार्वे मे PM ने #मास्क लगाने पर गलती करी थी 1.75हजार का जुर्माना लगाया था, और हमारा #PM आवारा बिना #मास्क के 🤔😂\n#कोरोना_एक_षडयंत्र_है https://t.co/YZ671ScGWu',",positive
"IPL इन खिलाड़ियों के नाम है #DUCKOUT का रिकॉर्ड - दैनिक भास्कर हिंदी\n#IPL #IPL2021 #VivoIPL2021 #IPLStats #SportsNews #IPLDuckOutRecord #IPLHistory #IPLRecords #IPLAllTimeRecords #MostDuckIPLRecords #BatsmanMostNumberOfDucks #आईपीएल #ViralVideo\u200b\u200b\u200b\u200b\u200b\u200b \u200b\u200b\u200b\u200b\u200b\u200b #DainikBhaskarHindi https://t.co/qwJvbDTFQ3',",positive
"अगर कल मुंबई हार जाती तो मेरा विश्वाश उठ जाता अंबानी के धनवान होने से\n\n#आईपीएल',",positive
"आईपीएल के ज्यादातर मुकाबलों की स्क्रिप्ट इस बार  कोई एक ही राइटर लिख रहा है, औरों को भी मौका मिलना चाहिए। पिछली बार ज्यादा बेहतर स्क्रिप्ट थीं, याद करिए #आईपीएल',",positive
"यहां पढ़ें IPL इतिहास में अबतक मौजूदा आठों टीमों को कितने मैचों में मिली है कितनी जीत और हार https://t.co/B13TigzH9I\n#आईपीएल #IPL',",positive
"#MIvsSRH\n@mipaltan का kown सा प्लेयर चोटिल हो जाता है जो हर मैच में अंकुल रॉय से फील्डिंग करवाते है,ईशान किशन को सिर्फ बैटिंग करवाते है, पिछले #आईपीएल से मैं यही देख रहा हूं।\n@SushantNMehta \n@anilkumble1074 \n@virendersehwag \n#IPL2021\n🙏🙏🙏',",negative
"हमारे भरोसे का इम्तिहान और क्या लेगा भाई\n\nपिछले 7 सालों से #आईपीएल में #RCB को सपोर्ट करता आ रहा हूं\n\n#imRCBYanFan\n#RCBvKKR\n#VivoIPL2021',",positive
"#आईपीएल में सबसे ज्यादा 351 छक्के #ChrisGayle के नाम हैं तो दूसरे नंबर पर 237 छक्के के साथ #ABdeVilliers हैं....\n\nअब #RohithSharma से आगे बस #AB\nऔर #Gayle ही बचे हैं...\n\n#SRHvsMI #IPLUpdates #IndianPremierLeague #IndianPremierLeague2021',",negative
"पूरा #आईपीएल फिक्स्ड है?',",positive
"फैंस और फॉलोवर्स बदहवास न हो जाएं इसलिए यह एसेंशियल सर्विस जारी रखी जा रही है । 🤓 #आईपीएल #IPL2021 #CoronaPandemic #iplmemes https://t.co/pQ6cdPsJhK',",positive
"कुम्भ तो समाप्त हो गया चुनाव प्रचार भी सीमित कर दिया गया।\n अब जल्दी से जूम की नमाज़ और #आईपीएल दोनो पर भी रोक लगाया जाए।।\n#CEATTyres गये #Trending',",positive
"#वीकेंडकर्फ्यू पर अतिआवश्यक सेवाएं चालू रहेगी... जैसे #आईपीएल #चुनाव बाकी जो #नेता जी कहिन 🙏 @ANSHIKA16726862',",positive
"शाहरुख खान को धुनाई करना चालू देना चाहिए \n#आईपीएल',",positive
"#आईपीएल के मैच पर #सट्टा लगाते सात लोग #गिरफ्तार\n#IPL2021 #betting #ajmer #arrested\nhttps://t.co/xGTOIO6WKg https://t.co/1ocA9jOEyv',",positive
"@Ramesh18498367 @GautamGambhir 😂😂  दिन में अचानक नींद खुलते ही कोई एक ट्वीट करके केजरीवाल को कोसने ने बाद #आईपीएल में जाकर ज्ञान पैलते है। वाह रे गंभीर नाम ही गंभीर है, पता नही लोग ईमानदार क्यों नही है?',",negative
"क्रिस गेल को टीम में हिंदी में बात करना पसंद, लेकिन उनका अंदाज है निराला  https://t.co/OA9gXPw0fg #chrisgayle #mohammadshami #ipl #ipl2021 #punjabkings #मोहम्मदशमी #आईपीएल #आईपीएल2021 #क्रिसगेल',",positive
"फुकरे के एक्टर ने वसीम जाफर को फोन किया, बोले- टॉस के लिए केएल राहुल को फुल टी-शर्ट में भेजना https://t.co/Sh72RxzDyw #csk #punjabkings #wasimjaffer #ipl #ipl2021 #आईपीएल #आईपीएल2021',",positive
"@GautamGambhir @Abhinav_Pan \nजो सत्ता से बाहर है वह एक ट्वीट पर सबको मदद पहुंचा रहा है \nलेकिन आप #आईपीएल में कमेंट्री कर रहे हैं और आपके साथी बंगाल में चुनाव प्रचार कर रहे हैं यह कैसी असंवेदनशीलता है,\nप्रभु,\n@ajitanjum @sakshijoshii @TheLallantop @srinivasiyc https://t.co/ZVeTCOQ4B7',",positive
"क्रिस मॉरिस की अपने अंदाज में वीरेंद्र सहवाग ने की तारीफ, बोले- इसे कहते हैं इज्जत भी, पैसा भी https://t.co/ZVMGdqkAlG #chrismorris #virendrasehwag #sanjusamson #ipl2021 #ipl #rr #rajasthanroyals #संजूसैमसन #आईपीएल #राजस्थानरॉयल्स',",positive
"पंजाब किंग्स के खिलाफ मुकाबले से पहले CSK के सामने हैं ये 5 बड़ी दिक्कतें https://t.co/lPgzl3h2m9 #mahendrasinghdhoni #ipl #ipl2021 #chennaisuperkings #csk #महेंद्रसिंहधोनी #आईपीएल #आईपीएल2021',",negative
"संजू सैमसन की दो टूक, अगर 100 बार भी वो मैच खेलूं तो भी मोरिस को सिंगल लेने से मना कर दूंगा  https://t.co/IlkapDEAq2 #sanjusamson #chrismorris #ipl2021 #ipl #rr #rajasthanroyals #संजूसैमसन #आईपीएल #राजस्थानरॉयल्स',",positive
"दिल्ली कैपिटल्स की हार के बाद पूर्व क्रिकेटर ने ऋषभ पंत से पूछा, आखिर ये क्यों किया https://t.co/4d8cEYxYEo #ashishnehra #ipl #ipl2021 #delhicapitals #rishabhpant #dcvsrr #rrvsdc #आशीषनेहरा #ऋषभपंत #आईपीएल #आईपीएल2021',",positive
"आखिरकार खुलकर बोले क्रिस मोरिस, जब संजू सैमसन ने एक रन लेने से मना किया तो कैसा लगा https://t.co/gt8PaPCNFe #sanjusamson #chrismorris #ipl2021 #ipl #rr #rajasthanroyals #संजूसैमसन #आईपीएल #राजस्थानरॉयल्स',",positive
"सट्टाबाजी कारोबार करने के लिए #आईपीएल जैसे मैच होता है उसे #कोरोना संकट के समय में भी होने देना या बंद कराना बेहत्तर होगा यह #प्रधानमंत्री जी के निर्णय पर निर्भर करता है। किन्तु #बन्द होना कोरोना से जारी लड़ाई पर सकारात्मक प्रभाव डालेगा यह निश्चित है।\nhttps://t.co/kUjlzW1hsW',",negative
"#RajasthanRoyals #DelhiCapitals #RRvsDC #DCvRR #DCvsRR #IPLWinBetting #IPL2021live #IPL2021 #ChrisMorris #RRVSDC – #आईपीएल 2021 के सातवें मुकाबले में #राजस्थान_रॉयल्स की करिश्माई जीत, #दिल्ली_कैपिटल्स को 3 विकेट से दी मात https://t.co/B7muFlrZod',",positive
"जापान में एक बार फिर से ओलंपिक खेल रद्द किये जाने को लेकर बहस छिड चुकी है, लोग विरोध कर रहे हैं.\nजल्द रद्द होने की सूचना मिले\n\nभारत में रोज 2 लाख लोग कोरोना संक्रमित हो रहे हैं. ये मात्र सरकारी आंकड़े हैं असली के लिए टेस्टिंग सुविधा नहीं है\nलेकिन #आईपीएल जारी है. गुलाम खिलाड़ी',",negative
"आपमें से कोई #आईपीएल भी देख रहा है क्या?\nये खिलाड़ी नहीं गुलाम हैं, जिन्हें सर्कस के मालिकों ने खरीद रखा है. वे मैच नहीं खेल रहे, बल्कि जुगाली कर रहे हैं.',",positive
"मिलर और मॉरिस फिर से एक साथ\n\nमुझे पिछले साल दक्षिण अफ्रीका का एक मैच याद आ गया को इन दोनो ने जीतते हुए मैच को हरा दिया था पर आज हारे हुए मैच को जिताए तो जाने\n\n#आईपीएल\n#IPL2021 \n#RRvDC',",negative
"जनता #कोरोना से मर रही है सांसद विधायक नदारत। @GautamGambhir जी भी अपना #आईपीएल में कमेंट्री में बिजी है ।',",positive
"आज का आईपीएल मैच कौन जीत रहा है #IPL2021 #IPL #आईपीएल #IPLlive',",positive
"#ModiStopElectionRallies\nबच्चों के #Exam रोक दिए\nलोगो के #काम #धंधे रोक दिए \nलैकिन #आईपीएल और #रैली नही रूकनी चाहिए\nवहा क्या सरकार है हमारी\n@_garrywalia',",positive
"#ModiStopElectionRallies\nबच्चों के #Exam रोक दिए\nलोगो के #काम #धंधे रोक दिए \nलैकिन #आईपीएल और #रैली नही रूकनी चाहिए\nवहा क्या सरकार है हमारी',",positive
"लक्ष्य का पीछा करते हुए कई बार ढेर हो चुकी है SRH, वॉर्नर बोले- ये हार बहुत कड़वी, इसे पचा पाना मुश्किल https://t.co/smLTrffEB3 #davidwarner #srh #ipl #ipl2021 #rcb #rcbvssrh #विराटकोहली #आरसीबी #आईपीएल',",positive
"#पढ़ाई और #परीक्षा से ज्यादा अहमियत #चुनाव और #आईपीएल की है हमारे यहाँ।\nबस इसीलिए हम विश्व गुरु हैं',",negative
"#प्रेम में पड़ा #पुरुष ठीक से #आईपीएल भी नही देख पाता..!!! 😢\n.\n#IPL2021 #शायर_का_पड़ोसी #funny #JustForFun #FolloForFolloBack #FolloMe',",positive
"विराट कोहली को डगआउट में तोड़फोड़ पड़ी महंगी, रेफरी की फटकार के बाद मिली चेतावनी, दोबारा किया तो.. https://t.co/2QSjRBXGAR #viratkohli #ipl #ipl2021 #rcb #rcbvssrh #विराटकोहली #आरसीबी #आईपीएल',",negative
"देश में कोरोना के मरीजों में निरंतर वृद्धि हो रही है\nजिसके चलते\nविद्यालय बंद हैं, बोर्ड परीक्षाएं स्थगित की जा रही हैं\nदेश के भविष्य के साथ खिलवाड़ क्यों?\n#आईपीएल चल रहा है, क्यों?\n#चुनावी_रैलिया  चल रही हैं, क्यों?\nक्या कोरोना केवल शिक्षण संस्थानों पर ही प्रहार कर रहा है?',",positive
"IPL: एक और हैरतअंगेज़ जीत । \n\n#आईपीएल #IPL #IPL2021 \n- https://t.co/2RWhDgb749 via',",positive
"मैच में नहीं लगा छक्का तो विराट कोहली ने डगआउट आउट में निकाला गुस्सा, बैट से कुर्सी को ही हवा में उड़ा दिया https://t.co/dghgPA4cyq #viratkohli #ipl #ipl2021 #rcb #rcbvssrh #विराटकोहली #आरसीबी #आईपीएल',",positive
"मनीष पांडे पर भड़के पूर्व क्रिकेटर, बोले- इसी वजह से टीम इंडिया में जगह पक्की नहीं हो पाई  https://t.co/MteKWiAzZb #manishpandey #ashishnehra #ipl #ipl2021 #srh #srhvsrcb #मनीषपांडे #आशीषनेहरा #आईपीएल #आईपीएल2021',",positive
"विराट कोहली ने बताया क्यों मुश्किल था रन बनाना, 150 के स्कोर के साथ जीत का था भरोसा  https://t.co/T2FHvpPdHO #viratkohli #ipl #ipl2021 #rcb #विराटकोहली #आरसीबी #आईपीएल',",positive
"ममता बैनर्जी के नेतृत्व में कोलकाता नाइट राइडर्स #आईपीएल कई बार जीती है ।\nक्या मोदी जी के नेतृत्व में गुजरात की टीम जीती ???  \nहा नहीं जीती पर बाद  में उस टीम को ही बेच दिया 😜😜😜😜',",positive
"ममता बैनर्जी के नेतृत्व में कोलकाता नाइट राइडर्स #आईपीएल कई बार जीती है ।\nक्या मोदी जी के नेतृत्व में गुजरात की टीम जीती ???  \nहा नहीं जीती पर बाद  में उस टीम को ही बेच दिया 😜😜😜😜',",positive
"ममता बैनर्जी के नेतृत्व में कोलकाता नाइट राइडर्स #आईपीएल कई बार जीती है ।\nक्या मोदी जी के नेतृत्व में गुजरात की टीम जीती ???  \nहा नहीं जीती पर बाद  में उस टीम को ही बेच दिया 😜😜😜😜',",positive
"उंगली की चोट के कारण #स्टोक्स #आईपीएल से बाहर\n#BenStokes #RajasthanRoyals\n#IPL2021live \nhttps://t.co/73eNRP9oQ3 https://t.co/6vUhWDrYty',",positive
"#आईपीएल के दौरान #अमेजन पर बनाए गए विशेष स्टोर के साथ घर को बनाएं स्टेडियम\n#IPL2021live #AmazonQuiz\n@IPL @amazon\nhttps://t.co/YGVUx0oMTk https://t.co/AjihTK51lk',",positive
"IPL 2021, KKR VS MI: आखिर क्यों शाहरुख खान ने फैंस से मांगी माफी?  https://t.co/9mxLa3qZfX #ipl2021 #kkr #kolkataknightriders #mumbaiindians #bollywoodnews #twitter #shahrukhkhan #आईपीएल #केकेआर #मुंबईइंडियंस #शाहरुखखान #बॉलीवुड #ट्विटर',",positive
"सूर्यकुमार यादव ने बताया आखिर कैसे उन्होंने सीखा स्टाइलिश फ्लिक शॉट मारना https://t.co/ObvvQWjzBe #suryakumaryadav #ipl #ipl2021 #mivskkr #सूर्यकुमारयादव #मुंबईइंडियंस #आईपीएल #आईपीएल2021',",positive
"IPL में 100 मैच खेलने के बाद युजवेंद्र चहल कही ये बात, साझा किया पहली गेंद का अनुभव https://t.co/cxXOFRqTh7 #yuzvendrachahal #rcb #rcbvssrh #ipl #ipl2021 #युजवेंद्रचहल #आईपीएल #आईपीएल2021',",positive
"5 खिलाड़ी जो राजस्थान रॉयल्स में बेन स्टोक्स की कमी को कर सकते हैं पूरा https://t.co/4AybHiX1ZC #ipl #ipl2021 #benstokes #rajasthanroyals #राजस्थानरॉयल्स #आईपीएल #आईपीएल2021 #बेनस्टोक्स',",positive
"SRH के खिलाफ आज बड़े मुकाबले से पहले विराट कोहली के लिए अच्छी खबर  https://t.co/m7PPOy42Vn #rcb #srh #rcbvssrh #ipl #ipl2021 #devduttpadikkal #आरसीबी #आईपीएल',",negative
"IPL\n\nये #महीना बहुत ही #व्यस्त रहने वाला है \n#चुनाव भी है, #एग्जाम भी है \n""\n""\n""\n#बारात भी है, #आईपीएल भी है,\n और #गेहू की #कटाई भी है\n       😄😄😄😄😄😜😜😜',",positive
"#आईपीएल: रसेल के पंजे पर चाहर का चौका पड़ा भारी\nhttps://t.co/R0D8JJ6ykf\n#IPL',",positive
"जो देश चला रहा #AMBANI  \n#MI\nवो #आईपीएल को कब कैसे चलाना है ये तो जानता ही होगा।।।।\nये #शाहरुख \n #KKR जैसे तो रोज नाचते है उनके यहां ।।',",positive
"#चोटिल #स्टोक्स शेष #आईपीएल से बाहर\n@benstokes38\n @rajasthanroyals\n@IPL\n#IPL2021\n#IPL\nhttps://t.co/5CJnjiLoWX https://t.co/T2ybc8yj9a',",negative
"संजू सैमसन  और केएल राहुल के साथ भी धोनी जैसा ही बर्ताव होना चाहिए: आकाश चोपड़ा  https://t.co/3oWPPGSwyf #akashchopra #klrahul #rrvspbks #ipl #ipl2021 #sanjusamson #संजूसैमसन #आईपीएल #आईपीएल2021 #पंजाबकिंग्स #राजस्थानरॉयल्स',",positive
"हार के बाद बोले संजू सैमसन, इससे ज्यादा मैं कुछ नहीं कर सकता था https://t.co/2oYRGoVgtX #rrvspbks #ipl #ipl2021 #sanjusamson #संजूसैमसन #आईपीएल #आईपीएल2021 #पंजाबकिंग्स #राजस्थानरॉयल्स',",negative
"आखिर कैसे अर्शदीप सिंह ने संजू सैमसन को आखिरी ओवर में रोका, बताई रणनीति https://t.co/oSNJ4roSwL #arshdeepsingh #rrvspbks #ipl #ipl2021 #sanjusamson #संजूसैमसन #आईपीएल #आईपीएल2021 #पंजाबकिंग्स #राजस्थानरॉयल्स',",positive
"जब टॉस जीतने के बाद संजू सैमसन ने सिक्का रख लिया जेब में, तभी मैच रेफरी ने.. https://t.co/BGEh9YigmU #rrvspbks #ipl #ipl2021 #sanjusamson #संजूसैमसन #आईपीएल #आईपीएल2021 #पंजाबकिंग्स #राजस्थानरॉयल्स',",positive
"क्रिस गेल #आईपीएल में 350 छक्के लगाने वाले पहले बल्लेबाज बन गए हैं. एबी डिविलियर्स (237) दूसरे स्थान पर हैं. #ChrisGayle #IPL2021 #Mostsix \nhttps://t.co/0cvLH1HA5E',",positive
"चेतन सकारिया को लेकर वीरेंद्र सहवाग ने कही बड़ी बात, बताया क्यों क्रिकेट उनके लिए सबकुछ https://t.co/9tvH6zivHl #virendrasehwag #chetansakariya #rrvspbks #ipl #ipl2021 #sanjusamson #संजूसैमसन #आईपीएल #आईपीएल2021 #पंजाबकिंग्स #राजस्थानरॉयल्स',",positive
"आखिरी ओवर में संजू सैसमन ने एक रन लेने से किया इनकार,जानिए क्या कहना है दिग्गजों का  https://t.co/fYIK3sYkJC #rrvspbks #ipl #ipl2021 #sanjusamson #संजूसैमसन #आईपीएल #आईपीएल2021 #पंजाबकिंग्स #राजस्थानरॉयल्स',",positive
"हनुमानजी के राम आच्छा हामे #शबरी का #राम आच्छा लगता है...\n#राम_नवमी',",positive
"#Ramnavmi \n\n#राम_नवमी \n\n#राम राम जय #राजाराम\n#राम राम जय #सीताराम \n\n#जय_श्री_राम \n\n#JaiShriRam \n\nप्रभु #श्रीराम सभी को स्वस्थ, निरोगी काया और  सौम्य, धीरजवान, अद्मय साहसी, शांत चित्त #मन प्रदान करें.... https://t.co/w6oxWerFtd',",positive
"असत्य पर सत्य की\nजीत का प्रमाण हूँ मैं,\nराम हूँ मैं !   \n\nश्री #राम_नवमी की अनंत शुभकामनाएं !\n\nराम जिनका नाम है, अयोध्या जिनका धाम है, ऐसे मर्यादापुरुषोत्तम भगवान #श्री_राम को प्रणाम है ! \n\n#राम #राममंदिर #रामनवमी #अयोध्या #भक्ति #भारत #हिंदी #HelpUTrust \n\nhttps://t.co/DtfElaPZGM https://t.co/38ZqaaZiXv',",positive
"असत्य पर सत्य की\nजीत का प्रमाण हूँ मैं,\nराम हूँ मैं !   \n\nश्री #राम_नवमी की अनंत शुभकामनाएं !\n\nराम जिनका नाम है, अयोध्या जिनका धाम है, ऐसे मर्यादापुरुषोत्तम भगवान #श्री_राम को प्रणाम है ! \n\n#राम #राममंदिर #रामनवमी #अयोध्या #भक्ति #भारत #हिंदी #HelpUTrust \n\nhttps://t.co/XmSPoMvC3D https://t.co/D3sREtzzPZ',",positive
"सभी #राम #भक्तों को #श्रीराम #नवमी की #हार्दिक #शुभकामनाएं एवं #बधाई ! https://t.co/VRMQqVC5g4',",positive
"भय प्रकट कृपाला दीनदयाला कौसल्या हितकारी\nहर्षित महतारी मुनि मन हारी अद्भुत रूप निहारी \nलोचन अभिरामा तनु घनश्यामा निज आयुध चारी \nभूषन वनमाला नयन बिसाला शोभा सिंधु खरारी\n#राम नवमी की अनन्त शुभकामनाएँ व बधाई https://t.co/gOeymp6xXU',",negative
"प्रभु राम की कृपादृष्टि सभी पर बनी रहे। राम नवमी की बहुत शुभकामनाएं\n#रामनवमी2021\n#राम_नवमी \n#रामनवमी\n #राम \n#RamNavami https://t.co/SDqlynWOl8',",positive
"आप पर मर्यादा पुरुषोतम भगवान #राम का आशीर्वाद हमेशा बना रहे.                                                                                                                   रामनवमी की हार्दिक शुभकामनाएँ! #राम_नवमी https://t.co/brWLCPKsHJ',",positive
"@ShakuntalaSahu0 @shailesh_BBK 1का मतलब #राम और 9का मतलब #नवमी मतलब ये लोगो को राम नवमी की बधाई देने आए थे। कोरोना जाए भाड़ में🤣',",positive
"नाम जिनका #राम है,\n#अयोध्या जिनका धाम है,\nऐसे #रघुनंदन को हमारा,\nबारंबार प्रणाम है..\nमंगल भवन अमंगल हारी।द्रवउ सो दसरथ अजीर बिहारी\nसियापति राम जय जय राम।\nमेरे प्रभु राम जय जय राम।।\n#सादर_प्रणाम सभी को।\nआप सभी को #राम_नवमी की हार्दिक शुभकामनाएं। https://t.co/DhQsMEZ4pN',",positive
"#श्रीराम नवमी की शुभकामनाएं आपको और आपके पूरे परिवार को ।  सर्वशक्तिमान भगवान #राम आप सभी को अच्छी #सोच #विचार और उत्तम #स्वास्थ्य प्रदान करें.. 🙏🙏🙏\n\n#JaiShriRam #JaiSriRam\n#JayshreeRam\n#RamNavami2021\n#Ayodhya https://t.co/NDkeVFO27v',",positive
"🚩#जय🚩#श्रीराम🚩🚩\n🚩🚩#अयोध्या जिनका धाम है🚩🚩\n🚩🚩#राम जिनका नाम हैं🚩🚩\n🚩🚩मर्यादा #पुरषोतम वो राम हैं,🚩🚩\n🚩🚩उनके चरणों में हमारा प्रणाम है🚩🚩\n🚩#राम_नवमी_की आपको हार्दिक शुभकामनाएं🚩\n🚩🚩🚩🚩🚩🚩🙏🙏🚩🚩🚩🚩🚩🚩🚩 https://t.co/6ivJ5y2HYf',",positive
"त्यागनी पड़ेंगी सारी ख्वाहिशें, कुछ अलग करने के लिए...!\n#राम ने भी खोया बहुत कुछ, #श्रीराम बनने के लिए....!!\nराष्\u200dट्रीय पर्व #रामनवमी पर आप सभी को हार्दिक शुभकामनाएं \n#श्रीराम_नवमी\nआपदामपहर्तारं दातारं सर्वसंपदाम्\u200c।\nलोकाभिरामं श्रीरामं भूयो भूयो नमाम्यहम्\u200c॥\n\n#जय_श्रीराम 🙏🚩 https://t.co/ddut01w4hk',",positive
"असंख्य आहुतियाँ....महायज्ञ भी पूर्ण। \nश्री राम जन्मोत्सव की शुभकामनाएं।।\n#श्रीराम_जन्मोत्सव #श्री_रामनवमी \n#श्रीराम_नवमी #श्रीरामनवमी #राम https://t.co/UujLYzmxdZ',",positive
"भए प्रगट कृपाला दीनदयाला कौसल्या हितकारी ।\nहरषित महतारी मुनि मन हारी अद्भुत रूप बिचारी ।।\n\nमर्यादा पुरूषोत्तम प्रभु श्री #राम के प्रक्ट्योत्सव #राम_नवमी की आप सभी को हार्दिक शुभकामना और बधाई ।🙏\n\n|| जय श्री राम ||🧡🙏\n\n#RamNavami2021 https://t.co/W0cicor4Rc',",positive
